CNPJ_FUNDO,SIT,DT_REG,TAXA_ADM,VL_PATRIM_LIQ,cnpj,uf,razao_social,sigla,nome
32907653000145,EM FUNCIONAMENTO NORMAL,2019-11-26,null,23728810.91,32907653000145,SP,CROWN OCEAN CAPITAL IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,SP,São Paulo
49223648000116,EM FUNCIONAMENTO NORMAL,2023-01-17,null,0,49223648000116,SP,PHILADELPHIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAOPADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
43508144000166,EM FUNCIONAMENTO NORMAL,2021-09-27,null,94030835.08,43508144000166,RJ,UJAY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO 60,RJ,Rio de Janeiro
50750438000165,EM FUNCIONAMENTO NORMAL,2023-05-19,null,323975648.65,50750438000165,RJ,RIZA DOMUS FUNDO DE INVESTIMENTO IMOBILIARIO,RJ,Rio de Janeiro
38249518000136,EM FUNCIONAMENTO NORMAL,2021-12-15,null,32380127.43,38249518000136,SP,MOGIANA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
35580324000120,EM FUNCIONAMENTO NORMAL,2019-11-27,1.85,91361768.75,35580324000120,RJ,DAHLIA TOTAL RETURN CSHG II FI EM COTAS DE FI FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,RJ,Rio de Janeiro
14311936000148,EM FUNCIONAMENTO NORMAL,2011-09-23,null,5219076,14311936000148,SP,PATRIMONIAL BLUE - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
07672392000184,EM FUNCIONAMENTO NORMAL,2006-02-01,2,10271354.8,07672392000184,SP,WESTERN ASSET LONG & SHORT FUNDODE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,SP,São Paulo
35654738000157,EM FUNCIONAMENTO NORMAL,2021-08-02,null,200091359.03,35654738000157,SP,RODOVIAS DO TIETE FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,SP,São Paulo
39347413000182,EM FUNCIONAMENTO NORMAL,2020-10-09,null,116190085.93,39347413000182,SP,FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED CAMPINA GRANDE,SP,São Paulo
49995610000161,EM FUNCIONAMENTO NORMAL,2023-03-20,25,450875509.65,49995610000161,MG,INTER INSTITUICOES FINANCEIRAS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRED PRIV RESP LIMITADA,MG,Minas Gerais
47372688000102,EM FUNCIONAMENTO NORMAL,2022-08-30,null,3361933.07,47372688000102,SP,PHX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
43122453000101,EM FUNCIONAMENTO NORMAL,2021-10-01,null,137647909.92,43122453000101,SP,BLACKROCK BDR-EFT CLASSE DE INVESTIMENTO EM ACOES - RESPONSABILIDADE LIMITADA,SP,São Paulo
18579353000153,EM FUNCIONAMENTO NORMAL,2013-07-31,null,903374.56,18579353000153,SP,VESUVIUS LBO - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIMITADA,SP,São Paulo
18356327000166,EM FUNCIONAMENTO NORMAL,2013-11-18,null,234978.48,18356327000166,SP,INVESTIMENTOS FLORESTAIS FUNDO DE INVESTIMENTO EM PARTICIPACOES,SP,São Paulo
50943777000168,EM FUNCIONAMENTO NORMAL,2023-06-05,null,29866533.05,50943777000168,SP,BROWNFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
39540780000106,EM FUNCIONAMENTO NORMAL,2021-02-17,7,39807502.95,39540780000106,MG,INTER ACCESS VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,MG,Minas Gerais
34598181000111,EM FUNCIONAMENTO NORMAL,2019-09-05,null,452001000.67,34598181000111,MG,INTER LOGISTICO FUNDO DE INVESTIMENTO IMOBILIARIO FII RESPONSABILIDADE LIMITADA,MG,Minas Gerais
14769978000127,EM FUNCIONAMENTO NORMAL,2011-12-30,null,713796705.63,14769978000127,SP,TELLES FUNDO DE INVESTIMENTO EM PARTICIPACOES - MULTIESTRATEGIA,SP,São Paulo
09110175000126,EM FUNCIONAMENTO NORMAL,2007-12-28,null,1186684.99,09110175000126,SP,BROOKFIELD BRAZIL TIMBER FUNDO DE INVESTIMENTO EM PARTICIPACOES,SP,São Paulo
49506998000190,EM FUNCIONAMENTO NORMAL,2023-02-07,0.3,27040167.7,49506998000190,MG,SUPREME I FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,MG,Minas Gerais
35137939000187,EM FUNCIONAMENTO NORMAL,2019-10-14,null,14433236.11,35137939000187,SP,MANASLU BRASIL PARTNERS I K FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIMITADA,SP,São Paulo
45521649000196,EM FUNCIONAMENTO NORMAL,2022-06-21,null,230428283.4,45521649000196,SP,FIDC SINAI MACRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO RESP LIMITADA,SP,São Paulo
30282270000101,EM FUNCIONAMENTO NORMAL,2018-12-19,0.0005,6264358575.44,30282270000101,SP,CLASSE UNICA DO IMOLA FUNDO DE INVESTIMENTO EM COTAS FINANCEIRO MULTIMERCADO CREDITO PRIVADO LP,SP,São Paulo
17198500000182,EM FUNCIONAMENTO NORMAL,2012-12-13,null,162010992.72,17198500000182,SP,SB FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO - IMOBILIARIO,SP,São Paulo
48373428000106,EM FUNCIONAMENTO NORMAL,2022-12-09,null,54479802.75,48373428000106,SP,CIX PONTA NEGRA FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,SP,São Paulo
15437768000102,EM FUNCIONAMENTO NORMAL,2012-04-20,null,791558124.45,15437768000102,SP,FUNDO DE INVESTIMENTO EM PARTICIPACOES RPEV1 BRAZIL MULTI IE RESPONSABILIDADE LIMITADA,SP,São Paulo
42656644000182,EM FUNCIONAMENTO NORMAL,2022-03-08,null,11862714.69,42656644000182,MG,IA CARTEIRA CREDITO FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRED PRIV RESPONSABILIDADE LIMITADA,MG,Minas Gerais
24372158000150,EM FUNCIONAMENTO NORMAL,2016-04-15,0.08,23626944.34,24372158000150,RJ,ARF SANTOS DUMONT FI EM COTAS DE FIF MULTIMERCADO CREDITO PRIVADO INVEST NO EXTERIOR - RESP LIMITADA,RJ,Rio de Janeiro
18448137000179,EM FUNCIONAMENTO NORMAL,2013-09-16,2.5,4269177.58,18448137000179,RS,GERAL DIVIDENDO FUNDO DE INVESTIMENTO EM ACOES - RESPONSABILIDADE LIMITADA,RS,Rio Grande do Sul
42357817000161,EM FUNCIONAMENTO NORMAL,2022-03-08,null,46452202.63,42357817000161,SP,CONCRETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS RESP LIMITADA,SP,São Paulo
50197313000150,EM FUNCIONAMENTO NORMAL,2023-04-04,45,213694382.78,50197313000150,MG,INTER BB FC DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESP LIMITADA,MG,Minas Gerais
50462226000182,EM FUNCIONAMENTO NORMAL,2023-04-26,null,44708309.81,50462226000182,SP,PENSILVANIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
33913584000145,EM FUNCIONAMENTO NORMAL,2019-12-30,0.09,6876880.46,33913584000145,SP,DB III CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO,SP,São Paulo
49429700000195,EM FUNCIONAMENTO NORMAL,2023-02-01,0,65344619.01,49429700000195,SP,SILVES FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
44104852000102,EM FUNCIONAMENTO NORMAL,2022-06-21,5,8783097.76,44104852000102,MG,INTER INFLACAO CURTA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,MG,Minas Gerais
32222759000105,EM FUNCIONAMENTO NORMAL,2019-06-18,0.065,20424036.3,32222759000105,SP,BLACKROCK DYNAMIC HIGH INCOME MASTER CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,SP,São Paulo
45018643000109,EM FUNCIONAMENTO NORMAL,2022-05-06,0.15,237690746.63,45018643000109,SP,BNP PARIBAS PREMIUM MASTER INSTITUCIONAL RF ATIVO CIC DE CLASSES DE INVESTIMENTO RESP LIMITADA,SP,São Paulo
05090727000120,EM FUNCIONAMENTO NORMAL,2005-03-16,0.15,635073350.68,05090727000120,SP,CLASSE UNICA DO WESTERN ASSET DI MAX RF REFERENCIADO FUNDO DE INVESTIMENTO FINANCEIRO RESP. LIMITADA,SP,São Paulo
36412972000130,EM FUNCIONAMENTO NORMAL,2020-09-10,null,5156801.75,36412972000130,SP,VKR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
05104498000156,EM FUNCIONAMENTO NORMAL,2005-03-22,0.5,33067405.76,05104498000156,SP,BNP PARIBAS INFLACAO CI EM CLASSES DE INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA,SP,São Paulo
43236479000172,EM FUNCIONAMENTO NORMAL,2021-08-26,null,6553378.16,43236479000172,SP,ARIEN ENERGY VENTURES I FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA RESP LIMITADA,SP,São Paulo
33354650000194,EM FUNCIONAMENTO NORMAL,2019-07-15,null,232838129.7,33354650000194,MG,FUNDO DE INVESTIMENTO IMOBILIARIO AVM FII RESPONSABILIDADE LIMITADA,MG,Minas Gerais
28320756000137,EM FUNCIONAMENTO NORMAL,2019-01-17,0.5,3035611410.71,28320756000137,SP,CLASSE UNICA DO WESTERN ASSET TOTAL CREDIT ADVISORY FI EM COTAS DE FI FINANCEIRO RF CP RESP. LTDA,SP,São Paulo
31963246000192,EM FUNCIONAMENTO NORMAL,2019-03-18,2,2488248.35,31963246000192,SP,SERRA DE BRAGANCA FUNDO DE INVESTIMENTO MULTIMERCADO,SP,São Paulo
40905548000103,EM FUNCIONAMENTO NORMAL,2021-03-01,1,34875454.72,40905548000103,RJ,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO EMPIRICA LOTUS HY CREDITO PRIVADO,RJ,Rio de Janeiro
37087982000100,EM FUNCIONAMENTO NORMAL,2020-05-11,null,848377.45,37087982000100,SP,LHOTSE BRASIL PARTNERS I N - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIMITADA,SP,São Paulo
50587789000105,EM FUNCIONAMENTO NORMAL,2023-05-08,null,82132717.6,50587789000105,SP,HT3 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO IE,SP,São Paulo
37651102000187,EM FUNCIONAMENTO NORMAL,2022-02-02,null,110478913.01,37651102000187,SP,BARCELONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
42562105000184,EM FUNCIONAMENTO NORMAL,2022-01-18,null,0,42562105000184,SP,AGILE INVESTE FUNDO DE INVESTIMENTO MULTIMERCADO,SP,São Paulo
45788850000134,EM FUNCIONAMENTO NORMAL,2022-07-07,null,4008890188.85,45788850000134,SP,GIP HELIOS FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
27826059000190,EM FUNCIONAMENTO NORMAL,2017-10-23,0.6,217155719.11,27826059000190,MG,INTER PREMIUM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CREDITO PRIVADO LONGO PRAZO RESP LIMITADA,MG,Minas Gerais
43876638000101,EM FUNCIONAMENTO NORMAL,2022-03-08,null,4765027.17,43876638000101,MG,IA CARTEIRA MULT FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRED PRIV RESPONSABILIDADE LIMITADA,MG,Minas Gerais
50312715000158,EM FUNCIONAMENTO NORMAL,2023-04-13,null,174841179.54,50312715000158,SP,PFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO,SP,São Paulo
07110963000197,EM FUNCIONAMENTO NORMAL,2005-02-11,0.15,4371767368.75,07110963000197,SP,CLASSE UNICA DO MAPLE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CP INVESTIMENTO NO EXTERIOR,SP,São Paulo
21254224000108,EM FUNCIONAMENTO NORMAL,2014-10-27,null,18889786.18,21254224000108,SP,GREEN FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA - RESPONSABILIDADE LIMITADA,SP,São Paulo
12271294000175,EM FUNCIONAMENTO NORMAL,2010-09-23,null,113245944.88,12271294000175,SP,FIX METALICO FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
49637003000120,EM FUNCIONAMENTO NORMAL,2023-02-16,null,130423320.71,49637003000120,SP,BAY INVEST FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
18653128000110,EM FUNCIONAMENTO NORMAL,2013-08-13,null,101951786.23,18653128000110,SP,ETNA LBO V FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESPONSABILIDADE LIMITADA,SP,São Paulo
17213759000155,EM FUNCIONAMENTO NORMAL,2013-05-20,null,332436812.15,17213759000155,SP,FUNDO DE INVESTIMENTO EM PARTICIPACOES FONTAINE VILLE URBANISMO,SP,São Paulo
36729755000179,EM FUNCIONAMENTO NORMAL,2020-06-19,0.9,219973484.55,36729755000179,RJ,GALAPAGOS DRAGON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,RJ,Rio de Janeiro
32321319000105,EM FUNCIONAMENTO NORMAL,2021-07-23,null,1215227.93,32321319000105,SP,BRAFIC CONSTRUCAO CIVIL FI EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
49983964000196,EM FUNCIONAMENTO NORMAL,2023-03-17,null,723976343.06,49983964000196,SP,CLASSE UNICA DO WESTERN ASSET CREDITO BANCARIO PLUS FI FINANCEIRO RF CP RESP LIMITADA,SP,São Paulo
32244578000180,EM FUNCIONAMENTO NORMAL,2019-02-11,null,33982127.42,32244578000180,SP,SUN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
36731458000168,EM FUNCIONAMENTO NORMAL,2020-04-23,null,72851878.75,36731458000168,SP,KRONOS FUNDO DE INVESTIMENTO IMOBILIARIO,SP,São Paulo
42196361000103,EM FUNCIONAMENTO NORMAL,2022-11-04,null,1726899.04,42196361000103,SP,GRIFFIN INVESTMENTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS RESP LIMITADA,SP,São Paulo
50948197000163,EM FUNCIONAMENTO NORMAL,2023-06-05,null,990299.19,50948197000163,SP,CESSIONARIO 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESP LIMITADA,SP,São Paulo
22802858000102,EM FUNCIONAMENTO NORMAL,2015-07-08,null,833157877.09,22802858000102,SP,EVEREST BRASIL PARTNERS I - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIMITADA,SP,São Paulo
22219279000131,EM FUNCIONAMENTO NORMAL,2015-04-13,null,26425699.66,22219279000131,SP,QUARTZO RUTILO FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
30871738000195,EM FUNCIONAMENTO NORMAL,2018-07-18,null,386700.25,30871738000195,SP,DENALI BRASIL PARTNERS I F FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIMITADA,SP,São Paulo
12586174000167,EM FUNCIONAMENTO NORMAL,2016-10-20,null,47824944.99,12586174000167,SP,NOVA PARTICIPACOES - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
05024659000100,EM FUNCIONAMENTO NORMAL,2005-03-16,1.1,14453495.47,05024659000100,SP,CLASSE UNICA DO WESTERN ASSET MULTITRADING H FI FINANCEIRO MULTIMERCADO - RESP LIMITADA,SP,São Paulo
48328958000132,EM FUNCIONAMENTO NORMAL,2022-12-08,null,981206.52,48328958000132,SP,STAR VENTURES FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE - RESPONSABILIDADE LIMITADA,SP,São Paulo
45017499000188,EM FUNCIONAMENTO NORMAL,2022-04-19,0.1411,150167641.59,45017499000188,SP,BNP PARIBAS MAIS VIDA III CLASSE DE INVESTIMENTO EM CIC MULTIMERCADO CREDITO PRIVADO RESP LIMITADA,SP,São Paulo
27882134000130,EM FUNCIONAMENTO NORMAL,2017-10-23,null,8893011.84,27882134000130,MG,APOLO FUNDO DE INVESTIMENTO IMOBILIARIO,MG,Minas Gerais
39344840000107,EM FUNCIONAMENTO NORMAL,2020-11-17,2,8940141.89,39344840000107,MG,INTER ACOES VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES RESPONSABILIDADE LIMITADA,MG,Minas Gerais
06905783000139,EM FUNCIONAMENTO NORMAL,2004-12-30,null,19597924.32,06905783000139,SP,INVESTIMAGE 2 - FUNDO DE FINANCIAMENTO DA INDUSTRIA CINEMATOGRAFICA NACIONAL - FUNCINE,SP,São Paulo
00817677000117,EM FUNCIONAMENTO NORMAL,2005-03-17,0.45,222487899.93,00817677000117,SP,CLASSE UNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE INVESTIMENTO FINANCEIRO CP RESP LIMITADA,SP,São Paulo
50269714000178,EM FUNCIONAMENTO NORMAL,2023-04-11,null,340819553.09,50269714000178,SP,ID RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO,SP,São Paulo
39281116000181,EM FUNCIONAMENTO NORMAL,2020-11-06,5,6293022.87,39281116000181,MG,INTER ACCESS BOGARI VALUE FC DE FUNDOS DE INVESTIMENTO FINANCEIRO EM ACOES RESPONSABILIDADE LIMITADA,MG,Minas Gerais
34736474000118,EM FUNCIONAMENTO NORMAL,2019-09-24,null,236780267.53,34736474000118,SP,RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,SP,São Paulo
42736004000182,EM FUNCIONAMENTO NORMAL,2021-12-29,null,11142306.83,42736004000182,SP,PCS II COSTA ESMERALDA FUNDO DE INVESTIMENTO EM PARTICIPACOES INFRAESTRUTURA,SP,São Paulo
40311750000107,EM FUNCIONAMENTO NORMAL,2021-06-24,null,31329809.61,40311750000107,SP,FEEAGRO FUNDO DE INVESTIMENTO EM PARTICIPACOES - CAPITAL SEMENTE RESPONSABILIDADE LIMITADA,SP,São Paulo
50051913000105,EM FUNCIONAMENTO NORMAL,2023-03-23,null,54553165.53,50051913000105,SP,NXC FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
17574820000190,EM FUNCIONAMENTO NORMAL,2013-02-28,0.3,1093018.92,17574820000190,SP,COASTAL FUNDO DE INVESTIMENTO EM ACOES,SP,São Paulo
03499367000190,EM FUNCIONAMENTO NORMAL,2005-03-16,0.4,240294459.84,03499367000190,SP,CLASSE UNICA DO WESTERN ASSET RF ATIVO FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA,SP,São Paulo
17340392000130,EM FUNCIONAMENTO NORMAL,2014-03-07,0.3,397771815.63,17340392000130,SP,JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY CLASSE DE INVESTIMENTO ACOES IE RESP LIMITADA,SP,São Paulo
46557432000107,EM FUNCIONAMENTO NORMAL,2022-07-07,null,4120348.03,46557432000107,SP,ACELERA CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,SP,São Paulo
21331225000109,EM FUNCIONAMENTO NORMAL,2015-02-10,null,-1519081.16,21331225000109,RJ,EDUCACAO BR FUNDO DE INVESTIMENTO EM PARTICIPACOES,RJ,Rio de Janeiro
47423757000151,EM FUNCIONAMENTO NORMAL,2022-10-20,65,328030434.2,47423757000151,MG,RENDA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO TITULOS PUBL IMA GERAL RESP LIMITADA,MG,Minas Gerais
05627929000169,EM FUNCIONAMENTO NORMAL,2005-04-04,0.12,1156960284.35,05627929000169,SP,MAPFRE EMPRESAS CLASSE DE INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA,SP,São Paulo
45521676000169,EM FUNCIONAMENTO NORMAL,2022-10-27,null,355153483.58,45521676000169,SP,HAWKER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,SP,São Paulo
23781192000116,EM FUNCIONAMENTO NORMAL,2016-12-19,null,3092408105.04,23781192000116,SP,GLP INVESTIMENTOS IV FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
50948092000104,EM FUNCIONAMENTO NORMAL,2023-06-05,null,20426612.1,50948092000104,SP,CESSIONARIO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESP LIMITADA,SP,São Paulo
43648593000100,EM FUNCIONAMENTO NORMAL,2021-12-02,null,14628623.16,43648593000100,SP,FC MONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
09315625000117,EM FUNCIONAMENTO NORMAL,2008-07-08,1,12132587.01,09315625000117,RJ,SECURITY RENDA FIXA REFERENCIADO DI LONGO PRAZO CREDITO PRIVADO,RJ,Rio de Janeiro
45899460000131,EM FUNCIONAMENTO NORMAL,2022-09-28,null,51437667.79,45899460000131,SP,VOLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
24764405000164,EM FUNCIONAMENTO NORMAL,2016-04-18,null,101745974.96,24764405000164,SP,AEROTEC - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
44428854000149,EM FUNCIONAMENTO NORMAL,2022-09-25,null,121722430.1,44428854000149,SP,CSHG JIVE DISTRESSED & SPECIAL SITS IV ALLOCATION FIC DE FIF MULTI CP RESPONSABILIDADE LIMITADA,SP,São Paulo
36764134000126,EM FUNCIONAMENTO NORMAL,2020-03-25,5,29631575.66,36764134000126,MG,INTER ACCESS ATMOS FC DE FUNDOS DE INVESTIMENTO FINANCEIRO EM ACOES RESPONSABILIDADE LIMITADA,MG,Minas Gerais
97543707000186,EM FUNCIONAMENTO NORMAL,2011-08-31,0,207997837.75,97543707000186,SP,BLACKROCK INSTITUCIONAL IBOVESPA CLASSE DE INVESTIMENTO EM ACOES - RESPONSABILIDADE LIMITADA,SP,São Paulo
38443033000189,EM FUNCIONAMENTO NORMAL,2021-02-10,0.98,57158855.76,38443033000189,SP,BNP PARIBAS INFRAESTRUTURA CIC RF SUSTENTAVEL IS - RESPONSABILIDADE LIMITADA,SP,São Paulo
41751844000151,EM FUNCIONAMENTO NORMAL,2022-07-14,null,0,41751844000151,SP,MARSELHA FUNDO DE INVESTIMENTO FINANCEIRO CREDITO PRIVADO RESPONSABILIDADE LIMITADA,SP,São Paulo
45721977000136,EM FUNCIONAMENTO NORMAL,2022-07-19,null,171231492.45,45721977000136,SP,MONARCA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
49733651000180,EM FUNCIONAMENTO NORMAL,2023-02-27,0.08,12221861.78,49733651000180,RJ,GENEPI FI EM COTAS DE FIF MULTIMERCADO CREDITO PRIVADO - RESPONSABILIDADE LIMITADA,RJ,Rio de Janeiro
28849641000134,EM FUNCIONAMENTO NORMAL,2018-03-19,null,30434543.45,28849641000134,SP,SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITORIOS,SP,São Paulo
49651245000178,EM FUNCIONAMENTO NORMAL,2023-02-17,null,12361162.04,49651245000178,SP,BAY GUANABARA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,SP,São Paulo
36741133000166,EM FUNCIONAMENTO NORMAL,2020-06-30,null,533463846.92,36741133000166,SP,AFRICA FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA,SP,São Paulo
25108905000100,EM FUNCIONAMENTO NORMAL,2016-12-09,0.2,104486934.63,25108905000100,SP,BNP PARIBAS MASTER INFRAESTRUTURA CLASSE DE INVESTIMENTO RENDA FIXA SUSTENTAVEL IS - RESP LIMITADA,SP,São Paulo
50184026000105,EM FUNCIONAMENTO NORMAL,2023-04-03,null,33905486.06,50184026000105,SP,AMALFI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
36741161000183,EM FUNCIONAMENTO NORMAL,2020-07-16,null,46052742.38,36741161000183,SP,NANBAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
50808042000121,EM FUNCIONAMENTO NORMAL,2023-05-24,null,476994955.71,50808042000121,SP,VBI TR FARIA LIMA 4440 FUNDO DE INVESTIMENTO IMOBILIARIO,SP,São Paulo
46268214000144,EM FUNCIONAMENTO NORMAL,2022-06-01,null,221907774.7,46268214000144,SP,ORE FOSFATO MORRO VERDE FUNDO DE INVESTIMENTO EM PARTICIPACOES - MULTIESTRATEGIA RESPONSABILIDADE LI,SP,São Paulo
48996311000189,EM FUNCIONAMENTO NORMAL,2022-12-28,null,7635102.32,48996311000189,SP,ABP VENTURES FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,SP,São Paulo
14217108000145,EM FUNCIONAMENTO NORMAL,2011-11-16,null,325711119.73,14217108000145,SP,FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL,SP,São Paulo
51199121000145,EM FUNCIONAMENTO NORMAL,2023-06-27,null,3575207.71,51199121000145,SP,2MONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
42260903000151,EM FUNCIONAMENTO NORMAL,2021-07-08,null,584749706.55,42260903000151,RJ,RIZA STATHEROS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,RJ,Rio de Janeiro
32222722000187,EM FUNCIONAMENTO NORMAL,2019-04-03,0.25,1881522726.07,32222722000187,SP,BNP PARIBAS CRED INSTITUCIONAL SUSTENTAVEL IS CI EM CLASSES DE INVESTIMENTO RF CP LP - RESP LIMITADA,SP,São Paulo
